"","연월","station","합계_승차수.명.","합계_하차수.명.","KTX_승차수.명.","KTX_하차수.명.","새마을_승차수.명.","새마을_하차수.명.","무궁화_승차수.명.","무궁화_하차수.명..","통근열차_승차수.명.","통근열차_하차수.명.","누리로_승차수.명.","누리로_하차수.명.","KTX산천_승차수.명.","KTX산천_하차수.명.","ITX새마을_승차수.명.","ITX새마을_하차수.명.","ITX청춘열차_승차수.명.","ITX청춘열차_하차수.명.","KTX호남_승차수.명.","KTX호남_하차수.명."
"732",201809,"석불",63,140,0,0,0,0,63,140,0,0,0,0,0,0,0,0,0,0,0,0
"733",201809,"일신",542,553,0,0,0,0,542,553,0,0,0,0,0,0,0,0,0,0,0,0
"734",201809,"매곡",559,549,0,0,0,0,559,549,0,0,0,0,0,0,0,0,0,0,0,0
"735",201809,"양동",6806,7146,0,0,0,0,6806,7146,0,0,0,0,0,0,0,0,0,0,0,0
"736",201809,"삼산",158,143,0,0,0,0,158,143,0,0,0,0,0,0,0,0,0,0,0,0
"737",201809,"중동",163,163,0,0,0,0,163,163,0,0,0,0,0,0,0,0,0,0,0,0
"738",201809,"행신",68779,63695,49199,34857,0,0,0,0,0,0,0,0,18382,21028,0,0,0,0,1198,7810
"739",201809,"문산",190,143,0,0,190,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740",201809,"운천",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741",201809,"임진강",112,222,0,0,112,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742",201809,"도라산",1744,1738,0,0,1744,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743",201809,"의정부",300,304,0,0,25,29,275,275,0,0,0,0,0,0,0,0,0,0,0,0
"744",201809,"덕정",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",201809,"동두천중앙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",201809,"동두천",13304,11687,0,0,16,10,172,172,13116,11505,0,0,0,0,0,0,0,0,0,0
"747",201809,"소요산",561,78,0,0,12,4,0,0,549,74,0,0,0,0,0,0,0,0,0,0
"748",201809,"초성리",75,1,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0
"749",201809,"한탄강",66,19,0,0,0,0,0,0,66,19,0,0,0,0,0,0,0,0,0,0
"750",201809,"전곡",2986,2097,0,0,0,0,0,0,2986,2097,0,0,0,0,0,0,0,0,0,0
"751",201809,"연천",9494,12713,0,0,532,660,0,0,8962,12053,0,0,0,0,0,0,0,0,0,0
"752",201809,"퇴계원",1771,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,869,0,0
"753",201809,"평내호평",38184,32987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38184,32987,0,0
"754",201809,"마석",2377,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,1398,0,0
"755",201809,"가평",49103,50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49103,50522,0,0
"756",201809,"안산",447,447,0,0,447,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",201809,"광명",400762,396707,283746,292186,0,0,0,0,0,0,0,0,91524,88654,0,0,0,0,7410,6142
"758",201810,"안양",18697,14032,0,0,0,0,15500,11309,0,0,3197,2723,0,0,0,0,0,0,0,0
"759",201810,"수원",507391,515663,51685,55846,24522,21507,324351,323801,0,0,21249,19880,0,0,85584,94629,0,0,0,0
"760",201810,"오산",7920,8090,0,0,0,0,4828,5192,0,0,3092,2898,0,0,0,0,0,0,0,0
"761",201810,"서정리",2108,2371,0,0,0,0,1067,1116,0,0,1041,1255,0,0,0,0,0,0,0,0
"762",201810,"평택",191563,193774,0,0,6005,3622,153654,156554,0,0,11883,10438,0,0,20021,23160,0,0,0,0
"763",201810,"덕소",2251,2204,0,0,303,303,1948,1901,0,0,0,0,0,0,0,0,0,0,0,0
"764",201810,"양평",40312,38030,0,0,0,0,29329,28359,0,0,0,0,0,0,316,909,0,0,10667,8762
"765",201810,"용문",11024,11015,0,0,0,0,9980,10260,0,0,0,0,0,0,1044,755,0,0,0,0
"766",201810,"지평",1185,960,0,0,0,0,1185,960,0,0,0,0,0,0,0,0,0,0,0,0
"767",201810,"석불",60,61,0,0,0,0,60,61,0,0,0,0,0,0,0,0,0,0,0,0
"768",201810,"일신",518,503,0,0,0,0,518,503,0,0,0,0,0,0,0,0,0,0,0,0
"769",201810,"매곡",517,501,0,0,0,0,517,501,0,0,0,0,0,0,0,0,0,0,0,0
"770",201810,"양동",6217,6670,0,0,0,0,6217,6670,0,0,0,0,0,0,0,0,0,0,0,0
"771",201810,"삼산",145,130,0,0,0,0,145,130,0,0,0,0,0,0,0,0,0,0,0,0
"772",201810,"행신",64347,60128,45262,33019,0,0,0,0,0,0,0,0,17920,19968,0,0,0,0,1165,7141
"773",201810,"문산",123,119,0,0,123,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",201810,"운천",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775",201810,"임진강",644,846,0,0,164,174,480,672,0,0,0,0,0,0,0,0,0,0,0,0
"776",201810,"도라산",2015,2019,0,0,2015,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777",201810,"의정부",709,697,0,0,345,333,364,364,0,0,0,0,0,0,0,0,0,0,0,0
"778",201810,"동두천",15622,14399,0,0,26,20,0,0,15596,14379,0,0,0,0,0,0,0,0,0,0
"779",201810,"소요산",607,50,0,0,13,11,0,0,594,39,0,0,0,0,0,0,0,0,0,0
"780",201810,"초성리",8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
"781",201810,"한탄강",46,23,0,0,0,0,0,0,46,23,0,0,0,0,0,0,0,0,0,0
"782",201810,"전곡",2745,36,0,0,0,0,0,0,2745,36,0,0,0,0,0,0,0,0,0,0
"783",201810,"연천",13100,17626,0,0,925,947,0,0,12175,16679,0,0,0,0,0,0,0,0,0,0
"784",201810,"퇴계원",2075,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,1127,0,0
"785",201810,"평내호평",39137,33237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39137,33237,0,0
"786",201810,"마석",2787,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787,1841,0,0
"787",201810,"가평",58304,63435,0,0,0,0,568,568,0,0,0,0,0,0,0,0,57736,62867,0,0
"788",201810,"광명",408478,401593,287865,295173,0,0,0,0,0,0,0,0,93042,90329,0,0,0,0,7531,5395
"789",201811,"안양",18636,13977,0,0,0,0,16216,12183,0,0,2420,1794,0,0,0,0,0,0,0,0
"790",201811,"수원",500138,507311,51270,55415,23592,20510,323376,320517,0,0,16391,16221,0,0,85509,94648,0,0,0,0
"791",201811,"오산",7863,7833,0,0,0,0,5515,5328,0,0,2348,2505,0,0,0,0,0,0,0,0
"792",201811,"서정리",2145,2423,0,0,0,0,1059,1114,0,0,1086,1309,0,0,0,0,0,0,0,0
"793",201811,"평택",192031,191890,0,0,6351,3898,155026,156487,0,0,9403,8591,0,0,21251,22914,0,0,0,0
"794",201811,"도농",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795",201811,"덕소",2061,2083,0,0,253,253,1808,1830,0,0,0,0,0,0,0,0,0,0,0,0
"796",201811,"양수",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797",201811,"양평",37860,36024,0,0,0,0,27199,26703,0,0,0,0,0,0,275,902,0,0,10386,8419
"798",201811,"용문",9914,9470,0,0,0,0,9056,8850,0,0,0,0,0,0,858,620,0,0,0,0
"799",201811,"지평",1593,1408,0,0,0,0,1593,1408,0,0,0,0,0,0,0,0,0,0,0,0
"800",201811,"석불",44,47,0,0,0,0,44,47,0,0,0,0,0,0,0,0,0,0,0,0
"801",201811,"일신",332,322,0,0,0,0,332,322,0,0,0,0,0,0,0,0,0,0,0,0
"802",201811,"매곡",392,378,0,0,0,0,392,378,0,0,0,0,0,0,0,0,0,0,0,0
"803",201811,"양동",5360,5899,0,0,0,0,5360,5899,0,0,0,0,0,0,0,0,0,0,0,0
"804",201811,"삼산",118,127,0,0,0,0,118,127,0,0,0,0,0,0,0,0,0,0,0,0
"805",201811,"중동",199,199,0,0,0,0,199,199,0,0,0,0,0,0,0,0,0,0,0,0
"806",201811,"행신",63685,59143,45148,32444,0,0,0,0,0,0,0,0,17319,19741,0,0,0,0,1218,6958
"807",201811,"문산",117,76,0,0,117,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808",201811,"운천",2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809",201811,"임진강",56,280,0,0,56,88,0,192,0,0,0,0,0,0,0,0,0,0,0,0
"810",201811,"도라산",1701,1721,0,0,1701,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811",201811,"의정부",429,425,0,0,29,25,400,400,0,0,0,0,0,0,0,0,0,0,0,0
"812",201811,"덕정",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813",201811,"동두천중앙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814",201811,"동두천",12604,11916,0,0,303,299,386,386,11915,11231,0,0,0,0,0,0,0,0,0,0
"815",201811,"소요산",706,100,0,0,3,5,0,0,703,95,0,0,0,0,0,0,0,0,0,0
"816",201811,"초성리",6,10,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0
"817",201811,"한탄강",24,18,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,0
"818",201811,"전곡",1769,37,0,0,0,0,0,0,1769,37,0,0,0,0,0,0,0,0,0,0
"819",201811,"연천",10592,13627,0,0,537,546,0,0,10055,13081,0,0,0,0,0,0,0,0,0,0
"820",201811,"퇴계원",2283,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,1173,0,0
"821",201811,"평내호평",38161,31450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38161,31450,0,0
"822",201811,"마석",2925,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925,1890,0,0
"823",201811,"가평",42498,47999,0,0,0,0,842,842,0,0,0,0,0,0,0,0,41656,47157,0,0
"824",201811,"광명",406703,402503,289840,298249,0,0,0,0,0,0,0,0,91608,89302,0,0,0,0,6876,5192
"825",201812,"안양",17901,13666,0,0,0,0,15047,11172,0,0,2854,2494,0,0,0,0,0,0,0,0
"826",201812,"수원",516047,519447,57302,60317,24549,21015,324645,323436,0,0,20052,19311,0,0,89499,95368,0,0,0,0
"827",201812,"오산",7571,7318,0,0,0,0,4625,4603,0,0,2946,2715,0,0,0,0,0,0,0,0
"828",201812,"서정리",2056,2336,0,0,0,0,984,1150,0,0,1072,1186,0,0,0,0,0,0,0,0
"829",201812,"평택",202081,200509,0,0,5833,3804,161437,162228,0,0,11799,10238,0,0,23012,24239,0,0,0,0
"830",201812,"도농",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831",201812,"덕소",1721,1735,0,0,0,0,1721,1735,0,0,0,0,0,0,0,0,0,0,0,0
"832",201812,"양평",38751,36633,0,0,0,0,28376,27723,0,0,0,0,0,0,280,866,0,0,10095,8044
"833",201812,"용문",9709,9037,0,0,0,0,8918,8540,0,0,0,0,0,0,791,497,0,0,0,0
"834",201812,"지평",1240,1038,0,0,0,0,1240,1038,0,0,0,0,0,0,0,0,0,0,0,0
"835",201812,"석불",30,16,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,0,0
"836",201812,"일신",298,262,0,0,0,0,298,262,0,0,0,0,0,0,0,0,0,0,0,0
"837",201812,"매곡",392,306,0,0,0,0,392,306,0,0,0,0,0,0,0,0,0,0,0,0
"838",201812,"양동",5364,5726,0,0,0,0,5364,5726,0,0,0,0,0,0,0,0,0,0,0,0
"839",201812,"삼산",109,96,0,0,0,0,109,96,0,0,0,0,0,0,0,0,0,0,0,0
"840",201812,"행신",66062,62191,46513,34547,0,0,0,0,0,0,0,0,18159,20138,0,0,0,0,1390,7506
"841",201812,"일산",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842",201812,"문산",330,342,0,0,330,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843",201812,"운천",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844",201812,"임진강",31,51,0,0,31,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845",201812,"도라산",1331,1344,0,0,1331,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846",201812,"의정부",27,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847",201812,"덕정",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848",201812,"동두천중앙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849",201812,"동두천",11570,13635,0,0,2,4,341,341,11227,13290,0,0,0,0,0,0,0,0,0,0
"850",201812,"소요산",723,77,0,0,1,0,0,0,722,77,0,0,0,0,0,0,0,0,0,0
"851",201812,"초성리",16,9,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,0,0
"852",201812,"한탄강",32,7,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,0
"853",201812,"전곡",1846,105,0,0,0,0,0,0,1846,105,0,0,0,0,0,0,0,0,0,0
"854",201812,"연천",3490,1006,0,0,78,26,0,0,3412,980,0,0,0,0,0,0,0,0,0,0
"855",201812,"신망리",75,82,0,0,0,0,0,0,75,82,0,0,0,0,0,0,0,0,0,0
"856",201812,"대광리",157,79,0,0,0,0,0,0,157,79,0,0,0,0,0,0,0,0,0,0
"857",201812,"신탄리",1780,178,0,0,1,50,0,0,1779,128,0,0,0,0,0,0,0,0,0,0
"858",201812,"퇴계원",1996,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1058,0,0
"859",201812,"평내호평",38771,32549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38771,32549,0,0
"860",201812,"마석",2534,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,1696,0,0
"861",201812,"가평",33542,37968,0,0,303,0,0,0,0,0,0,0,0,0,0,0,33239,37968,0,0
"862",201812,"광명",408607,402130,288700,296025,0,0,0,0,0,0,0,0,92735,90717,0,0,0,0,6937,5208
"863",201901,"안양",16545,13161,0,0,0,0,13945,10647,0,0,2600,2514,0,0,0,0,0,0,0,0
"864",201901,"수원",455670,469296,51929,56387,21082,18201,289507,292040,0,0,18642,17968,0,0,74510,84700,0,0,0,0
"865",201901,"오산",7611,7529,0,0,0,0,4608,4813,0,0,3003,2716,0,0,0,0,0,0,0,0
"866",201901,"서정리",1875,2053,0,0,0,0,904,1081,0,0,971,972,0,0,0,0,0,0,0,0
"867",201901,"평택",179689,182781,0,0,5402,3232,144856,148248,0,0,10909,9909,0,0,18522,21392,0,0,0,0
"868",201901,"도농",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869",201901,"덕소",1280,1369,0,0,0,0,1280,1369,0,0,0,0,0,0,0,0,0,0,0,0
"870",201901,"양평",37360,35495,0,0,0,0,25791,25442,0,0,0,0,0,0,271,825,0,0,11298,9228
"871",201901,"용문",8929,8375,0,0,0,0,8241,7999,0,0,0,0,0,0,688,376,0,0,0,0
"872",201901,"지평",1114,970,0,0,0,0,1114,970,0,0,0,0,0,0,0,0,0,0,0,0
"873",201901,"석불",37,22,0,0,0,0,37,22,0,0,0,0,0,0,0,0,0,0,0,0
"874",201901,"일신",315,244,0,0,0,0,315,244,0,0,0,0,0,0,0,0,0,0,0,0
"875",201901,"매곡",373,264,0,0,0,0,373,264,0,0,0,0,0,0,0,0,0,0,0,0
"876",201901,"양동",4981,5211,0,0,0,0,4981,5211,0,0,0,0,0,0,0,0,0,0,0,0
"877",201901,"삼산",106,89,0,0,0,0,106,89,0,0,0,0,0,0,0,0,0,0,0,0
"878",201901,"행신",63129,57808,43625,33275,0,0,0,0,0,0,0,0,18253,20774,0,0,0,0,1251,3759
"879",201901,"문산",71,63,0,0,71,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"880",201901,"운천",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881",201901,"임진강",42,63,0,0,42,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"882",201901,"도라산",1191,1194,0,0,1191,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"883",201901,"의정부",586,313,0,0,586,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"884",201901,"동두천",12150,14626,0,0,9,16,0,0,12141,14610,0,0,0,0,0,0,0,0,0,0
"885",201901,"소요산",616,156,0,0,5,3,0,0,611,153,0,0,0,0,0,0,0,0,0,0
"886",201901,"초성리",1,9,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0
"887",201901,"한탄강",19,12,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0
"888",201901,"전곡",2050,91,0,0,0,0,0,0,2050,91,0,0,0,0,0,0,0,0,0,0
"889",201901,"연천",2962,389,0,0,74,13,0,0,2888,376,0,0,0,0,0,0,0,0,0,0
"890",201901,"신망리",43,74,0,0,0,0,0,0,43,74,0,0,0,0,0,0,0,0,0,0
"891",201901,"대광리",174,135,0,0,0,0,0,0,174,135,0,0,0,0,0,0,0,0,0,0
"892",201901,"신탄리",2032,255,0,0,6,117,0,0,2026,138,0,0,0,0,0,0,0,0,0,0
"893",201901,"퇴계원",1995,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1051,0,0
"894",201901,"평내호평",36646,31417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36646,31417,0,0
"895",201901,"마석",2853,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853,1950,0,0
"896",201901,"가평",28246,31226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28246,31226,0,0
"897",201901,"광명",390619,386503,270220,280005,0,0,0,0,0,0,0,0,90276,88352,0,0,0,0,5112,4112
"898",201902,"안양",16149,12882,0,0,0,0,13793,10420,0,0,2356,2462,0,0,0,0,0,0,0,0
"899",201902,"수원",477589,484886,59565,61389,23803,20413,297950,300184,0,0,18055,17416,0,0,78216,85484,0,0,0,0
"900",201902,"오산",6882,6750,0,0,0,0,4094,4157,0,0,2788,2593,0,0,0,0,0,0,0,0
"901",201902,"서정리",1687,1745,0,0,0,0,788,948,0,0,899,797,0,0,0,0,0,0,0,0
"902",201902,"평택",181123,181411,0,0,5529,3451,145645,147849,0,0,10803,8931,0,0,19146,21180,0,0,0,0
"903",201902,"덕소",1415,1551,0,0,0,0,1415,1551,0,0,0,0,0,0,0,0,0,0,0,0
"904",201902,"양평",36894,34400,0,0,0,0,25998,25002,0,0,0,0,0,0,328,906,0,0,10568,8492
"905",201902,"용문",8950,8546,0,0,0,0,8262,8113,0,0,0,0,0,0,688,433,0,0,0,0
"906",201902,"지평",1072,939,0,0,0,0,1072,939,0,0,0,0,0,0,0,0,0,0,0,0
"907",201902,"석불",32,31,0,0,0,0,32,31,0,0,0,0,0,0,0,0,0,0,0,0
"908",201902,"일신",338,298,0,0,0,0,338,298,0,0,0,0,0,0,0,0,0,0,0,0
"909",201902,"매곡",355,264,0,0,0,0,355,264,0,0,0,0,0,0,0,0,0,0,0,0
"910",201902,"양동",5098,5421,0,0,0,0,5098,5421,0,0,0,0,0,0,0,0,0,0,0,0
"911",201902,"삼산",98,94,0,0,0,0,98,94,0,0,0,0,0,0,0,0,0,0,0,0
"912",201902,"행신",66152,61954,47610,36446,0,0,0,0,0,0,0,0,17284,23461,0,0,0,0,1258,2047
"913",201902,"문산",81,93,0,0,81,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"914",201902,"운천",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"915",201902,"임진강",64,106,0,0,64,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916",201902,"도라산",1078,1119,0,0,1078,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"917",201902,"의정부",30,34,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918",201902,"덕정",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919",201902,"동두천중앙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"920",201902,"동두천",11963,14066,0,0,14,6,286,286,11663,13774,0,0,0,0,0,0,0,0,0,0
"921",201902,"소요산",694,186,0,0,5,8,0,0,689,178,0,0,0,0,0,0,0,0,0,0
"922",201902,"초성리",31,12,0,0,0,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0
"923",201902,"한탄강",36,16,0,0,0,0,0,0,36,16,0,0,0,0,0,0,0,0,0,0
"924",201902,"전곡",2032,217,0,0,0,0,0,0,2032,217,0,0,0,0,0,0,0,0,0,0
"925",201902,"연천",2852,363,0,0,139,22,0,0,2713,341,0,0,0,0,0,0,0,0,0,0
"926",201902,"신망리",71,97,0,0,0,0,0,0,71,97,0,0,0,0,0,0,0,0,0,0
"927",201902,"대광리",153,134,0,0,0,0,0,0,153,134,0,0,0,0,0,0,0,0,0,0
"928",201902,"신탄리",1992,341,0,0,6,135,0,0,1986,206,0,0,0,0,0,0,0,0,0,0
"929",201902,"퇴계원",1586,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,749,0,0
"930",201902,"평내호평",34716,29920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34716,29920,0,0
"931",201902,"마석",2321,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,1548,0,0
"932",201902,"가평",28116,31992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28116,31992,0,0
"933",201902,"광명",385472,377538,276117,280396,0,0,0,0,0,0,0,0,87220,83710,0,0,0,0,3029,2658
"934",201903,"안양",18500,13815,0,0,0,0,15174,11087,0,0,3326,2728,0,0,0,0,0,0,0,0
"935",201903,"수원",497804,512316,50813,55323,24012,21654,318019,324038,0,0,20885,19417,0,0,84075,91884,0,0,0,0
"936",201903,"오산",7874,7681,0,0,0,0,4651,4776,0,0,3223,2905,0,0,0,0,0,0,0,0
"937",201903,"서정리",2012,2461,0,0,0,0,919,1112,0,0,1093,1349,0,0,0,0,0,0,0,0
"938",201903,"평택",198616,200174,0,0,6223,3884,158415,161142,0,0,12036,10779,0,0,21942,24369,0,0,0,0
"939",201903,"덕소",2046,2014,0,0,0,0,2046,2014,0,0,0,0,0,0,0,0,0,0,0,0
"940",201903,"양평",39561,36836,0,0,0,0,28242,26956,0,0,0,0,0,0,339,1065,0,0,10980,8815
"941",201903,"용문",9671,9077,0,0,0,0,8893,8586,0,0,0,0,0,0,778,491,0,0,0,0
"942",201903,"지평",1136,967,0,0,0,0,1136,967,0,0,0,0,0,0,0,0,0,0,0,0
"943",201903,"석불",47,42,0,0,0,0,47,42,0,0,0,0,0,0,0,0,0,0,0,0
"944",201903,"일신",378,339,0,0,0,0,378,339,0,0,0,0,0,0,0,0,0,0,0,0
"945",201903,"매곡",378,328,0,0,0,0,378,328,0,0,0,0,0,0,0,0,0,0,0,0
"946",201903,"양동",5373,5699,0,0,0,0,5373,5699,0,0,0,0,0,0,0,0,0,0,0,0
"947",201903,"삼산",106,97,0,0,0,0,106,97,0,0,0,0,0,0,0,0,0,0,0,0
"948",201903,"행신",63207,57814,44346,33317,0,0,0,0,0,0,0,0,17943,22530,0,0,0,0,918,1967
"949",201903,"문산",97,104,0,0,97,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950",201903,"운천",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"951",201903,"임진강",591,600,0,0,87,96,504,504,0,0,0,0,0,0,0,0,0,0,0,0
"952",201903,"도라산",1468,1474,0,0,1468,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"953",201903,"의정부",349,327,0,0,349,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"954",201903,"덕정",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955",201903,"동두천중앙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956",201903,"동두천",17360,19506,0,0,41,38,222,222,17097,19246,0,0,0,0,0,0,0,0,0,0
"957",201903,"소요산",1003,239,0,0,11,17,0,0,992,222,0,0,0,0,0,0,0,0,0,0
"958",201903,"초성리",76,83,0,0,0,0,0,0,76,83,0,0,0,0,0,0,0,0,0,0
"959",201903,"한탄강",163,175,0,0,0,0,0,0,163,175,0,0,0,0,0,0,0,0,0,0
"960",201903,"전곡",2424,236,0,0,0,0,0,0,2424,236,0,0,0,0,0,0,0,0,0,0
"961",201903,"연천",3588,465,0,0,180,33,0,0,3408,432,0,0,0,0,0,0,0,0,0,0
"962",201903,"신망리",143,137,0,0,0,0,0,0,143,137,0,0,0,0,0,0,0,0,0,0
"963",201903,"대광리",358,179,0,0,0,0,0,0,358,179,0,0,0,0,0,0,0,0,0,0
"964",201903,"신탄리",2826,514,0,0,8,185,0,0,2818,329,0,0,0,0,0,0,0,0,0,0
"965",201903,"퇴계원",1942,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,975,0,0
"966",201903,"평내호평",37856,32093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37856,32093,0,0
"967",201903,"마석",3009,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3009,1877,0,0
"968",201903,"가평",27866,30806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27866,30806,0,0
"969",201903,"광명",388726,385099,277040,283023,0,0,0,0,0,0,0,0,91789,89237,0,0,0,0,3171,2816
"970",201904,"안양",18323,13278,0,0,2,2,14955,10765,0,0,3366,2511,0,0,0,0,0,0,0,0
"971",201904,"수원",481273,493367,49331,52814,23799,21664,307105,311975,0,0,20291,18838,0,0,80747,88076,0,0,0,0
"972",201904,"오산",8144,7705,0,0,0,0,5013,4958,0,0,3131,2747,0,0,0,0,0,0,0,0
"973",201904,"서정리",2018,2547,0,0,0,0,957,1096,0,0,1061,1451,0,0,0,0,0,0,0,0
"974",201904,"평택",191259,192914,0,0,6150,3785,153097,155458,0,0,11718,10461,0,0,20294,23210,0,0,0,0
"975",201904,"덕소",2771,2660,0,0,278,270,2493,2390,0,0,0,0,0,0,0,0,0,0,0,0
"976",201904,"양평",40059,38114,0,0,0,0,27542,26652,0,0,0,0,0,0,310,934,0,0,12207,10528
"977",201904,"용문",9819,9340,0,0,0,0,9014,8757,0,0,0,0,0,0,805,583,0,0,0,0
"978",201904,"지평",1110,901,0,0,0,0,1110,901,0,0,0,0,0,0,0,0,0,0,0,0
"979",201904,"석불",37,49,0,0,0,0,37,49,0,0,0,0,0,0,0,0,0,0,0,0
"980",201904,"일신",422,421,0,0,0,0,422,421,0,0,0,0,0,0,0,0,0,0,0,0
"981",201904,"매곡",566,471,0,0,0,0,566,471,0,0,0,0,0,0,0,0,0,0,0,0
"982",201904,"양동",5629,6079,0,0,0,0,5629,6079,0,0,0,0,0,0,0,0,0,0,0,0
"983",201904,"삼산",114,150,0,0,0,0,114,150,0,0,0,0,0,0,0,0,0,0,0,0
"984",201904,"행신",61347,55536,43189,32051,0,0,0,0,0,0,0,0,17239,21936,0,0,0,0,919,1549
"985",201904,"문산",127,139,0,0,127,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986",201904,"운천",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"987",201904,"임진강",149,142,0,0,149,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
