"연월","역명/열차종별","합계_승차수(명)","합계_하차수(명)","KTX_승차수(명)","KTX_하차수(명)","새마을_승차수(명)","새마을_하차수(명)","무궁화_승차수(명)","무궁화_하차수(명))","통근열차_승차수(명)","통근열차_하차수(명)","누리로_승차수(명)","누리로_하차수(명)","KTX산천_승차수(명)","KTX산천_하차수(명)","ITX새마을_승차수(명)","ITX새마을_하차수(명)","ITX청춘열차_승차수(명)","ITX청춘열차_하차수(명)","KTX호남_승차수(명)","KTX호남_하차수(명)"
"202006","불국사","3268","3333","0","0","0","0","3268","3333","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","경주","21447","22558","0","0","0","0","21447","22558","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","안강","618","581","0","0","0","0","618","581","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","하양","17679","17153","0","0","0","0","17679","17153","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","한림정","413","440","0","0","0","0","413","440","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","진영","11920","11589","3096","2908","0","0","3956","4541","0","0","0","0","3862","3263","1006","877","0","0","0","0"
"202006","창원","16467","16683","4332","4562","0","0","5506","5802","0","0","0","0","5416","5226","1213","1093","0","0","0","0"
"202006","마산","30443","30751","11458","11942","0","0","6826","7572","0","0","0","0","10797","9873","1362","1364","0","0","0","0"
"202006","중리","1851","1681","0","0","0","0","1851","1681","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","함안","1555","1618","0","0","0","0","1149","1333","0","0","0","0","0","0","406","285","0","0","0","0"
"202006","군북","1669","1548","0","0","0","0","1669","1548","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","반성","831","859","0","0","0","0","831","859","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","진주","21128","21011","7678","8009","0","0","6694","7487","0","0","0","0","4299","4109","2457","1406","0","0","0","0"
"202006","완사","211","234","0","0","0","0","211","234","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","북천","402","391","0","0","0","0","402","391","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","횡천","484","507","0","0","0","0","484","507","0","0","0","0","0","0","0","0","0","0","0","0"
